state,year,metric,value
Sarawak,2024,Tenaga Buruh 97.7 98.5 105.4 107.9 115.2 Labour Force Bekerja 93.3 94.0 101.5 104.2 111.7 Employed Penganggur 4.4 4.5 4.0 3.8 3.5 Unemployed Luar Tenaga Buruh 12.2 14.8 15.0 16.1 15.1 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 88.9 86.9 87.6 87.0 88.4 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.5 4.5 3.8 3.5 3.1 Graduates Unemployment Rate,
Sarawak,2020,Perempuan Female,140000.0
Sarawak,2021,Perempuan Female,143700.0
Sarawak,2022,Perempuan Female,155500.0
Sarawak,2023,Perempuan Female,157600.0
Sarawak,2024,Perempuan Female,170900.0
Sarawak,2020,Tenaga Buruh 114.2 119.0 128.6 131.1 140.6 Labour Force Bekerja 109.2 113.9 123.1 126.5 136.0 Employed Penganggur 5.0 5.1 5.5 4.6 4.5 Unemployed Luar Tenaga Buruh 25.8 24.7 26.9 26.5 30.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 81.6 82.8 82.7 83.2 82.2 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.4 4.3 4.3 3.5 3.2 Graduates Unemployment Rate,
Sarawak,2021,Tenaga Buruh 114.2 119.0 128.6 131.1 140.6 Labour Force Bekerja 109.2 113.9 123.1 126.5 136.0 Employed Penganggur 5.0 5.1 5.5 4.6 4.5 Unemployed Luar Tenaga Buruh 25.8 24.7 26.9 26.5 30.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 81.6 82.8 82.7 83.2 82.2 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.4 4.3 4.3 3.5 3.2 Graduates Unemployment Rate,
Sarawak,2022,Tenaga Buruh 114.2 119.0 128.6 131.1 140.6 Labour Force Bekerja 109.2 113.9 123.1 126.5 136.0 Employed Penganggur 5.0 5.1 5.5 4.6 4.5 Unemployed Luar Tenaga Buruh 25.8 24.7 26.9 26.5 30.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 81.6 82.8 82.7 83.2 82.2 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.4 4.3 4.3 3.5 3.2 Graduates Unemployment Rate,
Sarawak,2023,Tenaga Buruh 114.2 119.0 128.6 131.1 140.6 Labour Force Bekerja 109.2 113.9 123.1 126.5 136.0 Employed Penganggur 5.0 5.1 5.5 4.6 4.5 Unemployed Luar Tenaga Buruh 25.8 24.7 26.9 26.5 30.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 81.6 82.8 82.7 83.2 82.2 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.4 4.3 4.3 3.5 3.2 Graduates Unemployment Rate,
Sarawak,2024,Tenaga Buruh 114.2 119.0 128.6 131.1 140.6 Labour Force Bekerja 109.2 113.9 123.1 126.5 136.0 Employed Penganggur 5.0 5.1 5.5 4.6 4.5 Unemployed Luar Tenaga Buruh 25.8 24.7 26.9 26.5 30.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 81.6 82.8 82.7 83.2 82.2 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.4 4.3 4.3 3.5 3.2 Graduates Unemployment Rate,
WP Kuala Lumpur,2020,Jumlah Total,538100.0
WP Kuala Lumpur,2021,Jumlah Total,553800.0
WP Kuala Lumpur,2022,Jumlah Total,591700.0
WP Kuala Lumpur,2023,Jumlah Total,615600.0
WP Kuala Lumpur,2024,Jumlah Total,697400.0
WP Kuala Lumpur,2020,Tenaga Buruh 463.5 480.1 513.2 542.2 613.1 Labour Force Bekerja 449.5 466.7 500.9 530.7 601.3 Employed Penganggur 14.0 13.4 12.3 11.5 11.8 Unemployed Luar Tenaga Buruh 74.6 73.7 78.4 73.4 84.3 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 86.1 86.7 86.7 88.1 87.9 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 3.0 2.8 2.4 2.1 1.9 Graduates Unemployment Rate,
WP Kuala Lumpur,2021,Tenaga Buruh 463.5 480.1 513.2 542.2 613.1 Labour Force Bekerja 449.5 466.7 500.9 530.7 601.3 Employed Penganggur 14.0 13.4 12.3 11.5 11.8 Unemployed Luar Tenaga Buruh 74.6 73.7 78.4 73.4 84.3 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 86.1 86.7 86.7 88.1 87.9 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 3.0 2.8 2.4 2.1 1.9 Graduates Unemployment Rate,
WP Kuala Lumpur,2022,Tenaga Buruh 463.5 480.1 513.2 542.2 613.1 Labour Force Bekerja 449.5 466.7 500.9 530.7 601.3 Employed Penganggur 14.0 13.4 12.3 11.5 11.8 Unemployed Luar Tenaga Buruh 74.6 73.7 78.4 73.4 84.3 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 86.1 86.7 86.7 88.1 87.9 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 3.0 2.8 2.4 2.1 1.9 Graduates Unemployment Rate,
WP Kuala Lumpur,2023,Tenaga Buruh 463.5 480.1 513.2 542.2 613.1 Labour Force Bekerja 449.5 466.7 500.9 530.7 601.3 Employed Penganggur 14.0 13.4 12.3 11.5 11.8 Unemployed Luar Tenaga Buruh 74.6 73.7 78.4 73.4 84.3 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 86.1 86.7 86.7 88.1 87.9 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 3.0 2.8 2.4 2.1 1.9 Graduates Unemployment Rate,
WP Kuala Lumpur,2024,Tenaga Buruh 463.5 480.1 513.2 542.2 613.1 Labour Force Bekerja 449.5 466.7 500.9 530.7 601.3 Employed Penganggur 14.0 13.4 12.3 11.5 11.8 Unemployed Luar Tenaga Buruh 74.6 73.7 78.4 73.4 84.3 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 86.1 86.7 86.7 88.1 87.9 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 3.0 2.8 2.4 2.1 1.9 Graduates Unemployment Rate,
WP Kuala Lumpur,2020,Lelaki Male,272400.0
WP Kuala Lumpur,2021,Lelaki Male,277200.0
WP Kuala Lumpur,2022,Lelaki Male,291500.0
WP Kuala Lumpur,2023,Lelaki Male,307300.0
WP Kuala Lumpur,2024,Lelaki Male,361900.0
WP Kuala Lumpur,2020,Tenaga Buruh 242.8 244.0 261.0 276.1 328.7 Labour Force Bekerja 237.0 239.2 256.7 272.4 325.1 Employed Penganggur 5.7 4.9 4.3 3.7 3.6 Unemployed Luar Tenaga Buruh 29.6 33.2 30.5 31.2 33.2 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 89.1 88.0 89.5 89.9 90.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 2.4 2.0 1.7 1.3 1.1 Graduates Unemployment Rate,
WP Kuala Lumpur,2021,Tenaga Buruh 242.8 244.0 261.0 276.1 328.7 Labour Force Bekerja 237.0 239.2 256.7 272.4 325.1 Employed Penganggur 5.7 4.9 4.3 3.7 3.6 Unemployed Luar Tenaga Buruh 29.6 33.2 30.5 31.2 33.2 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 89.1 88.0 89.5 89.9 90.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 2.4 2.0 1.7 1.3 1.1 Graduates Unemployment Rate,
WP Kuala Lumpur,2022,Tenaga Buruh 242.8 244.0 261.0 276.1 328.7 Labour Force Bekerja 237.0 239.2 256.7 272.4 325.1 Employed Penganggur 5.7 4.9 4.3 3.7 3.6 Unemployed Luar Tenaga Buruh 29.6 33.2 30.5 31.2 33.2 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 89.1 88.0 89.5 89.9 90.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 2.4 2.0 1.7 1.3 1.1 Graduates Unemployment Rate,
WP Kuala Lumpur,2023,Tenaga Buruh 242.8 244.0 261.0 276.1 328.7 Labour Force Bekerja 237.0 239.2 256.7 272.4 325.1 Employed Penganggur 5.7 4.9 4.3 3.7 3.6 Unemployed Luar Tenaga Buruh 29.6 33.2 30.5 31.2 33.2 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 89.1 88.0 89.5 89.9 90.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 2.4 2.0 1.7 1.3 1.1 Graduates Unemployment Rate,
WP Kuala Lumpur,2024,Tenaga Buruh 242.8 244.0 261.0 276.1 328.7 Labour Force Bekerja 237.0 239.2 256.7 272.4 325.1 Employed Penganggur 5.7 4.9 4.3 3.7 3.6 Unemployed Luar Tenaga Buruh 29.6 33.2 30.5 31.2 33.2 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 89.1 88.0 89.5 89.9 90.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 2.4 2.0 1.7 1.3 1.1 Graduates Unemployment Rate,
WP Kuala Lumpur,2020,Perempuan Female,265700.0
WP Kuala Lumpur,2021,Perempuan Female,276600.0
WP Kuala Lumpur,2022,Perempuan Female,300100.0
WP Kuala Lumpur,2023,Perempuan Female,308300.0
WP Kuala Lumpur,2024,Perempuan Female,335500.0
WP Kuala Lumpur,2020,Tenaga Buruh 220.7 236.0 252.2 266.1 284.4 Labour Force Bekerja 212.4 227.6 244.2 258.3 276.2 Employed Penganggur 8.3 8.5 7.9 7.8 8.2 Unemployed Luar Tenaga Buruh 45.0 40.5 47.9 42.2 51.1 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 83.1 85.3 84.0 86.3 84.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 3.8 3.6 3.2 2.9 2.9 Graduates Unemployment Rate,
WP Kuala Lumpur,2021,Tenaga Buruh 220.7 236.0 252.2 266.1 284.4 Labour Force Bekerja 212.4 227.6 244.2 258.3 276.2 Employed Penganggur 8.3 8.5 7.9 7.8 8.2 Unemployed Luar Tenaga Buruh 45.0 40.5 47.9 42.2 51.1 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 83.1 85.3 84.0 86.3 84.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 3.8 3.6 3.2 2.9 2.9 Graduates Unemployment Rate,
WP Kuala Lumpur,2022,Tenaga Buruh 220.7 236.0 252.2 266.1 284.4 Labour Force Bekerja 212.4 227.6 244.2 258.3 276.2 Employed Penganggur 8.3 8.5 7.9 7.8 8.2 Unemployed Luar Tenaga Buruh 45.0 40.5 47.9 42.2 51.1 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 83.1 85.3 84.0 86.3 84.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 3.8 3.6 3.2 2.9 2.9 Graduates Unemployment Rate,
WP Kuala Lumpur,2023,Tenaga Buruh 220.7 236.0 252.2 266.1 284.4 Labour Force Bekerja 212.4 227.6 244.2 258.3 276.2 Employed Penganggur 8.3 8.5 7.9 7.8 8.2 Unemployed Luar Tenaga Buruh 45.0 40.5 47.9 42.2 51.1 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 83.1 85.3 84.0 86.3 84.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 3.8 3.6 3.2 2.9 2.9 Graduates Unemployment Rate,
WP Kuala Lumpur,2024,Tenaga Buruh 220.7 236.0 252.2 266.1 284.4 Labour Force Bekerja 212.4 227.6 244.2 258.3 276.2 Employed Penganggur 8.3 8.5 7.9 7.8 8.2 Unemployed Luar Tenaga Buruh 45.0 40.5 47.9 42.2 51.1 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 83.1 85.3 84.0 86.3 84.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 3.8 3.6 3.2 2.9 2.9 Graduates Unemployment Rate,
WP Kuala Lumpur,2020,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
WP Kuala Lumpur,2021,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
WP Kuala Lumpur,2022,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
WP Kuala Lumpur,2023,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
WP Kuala Lumpur,2024,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
WP Labuan,2020,Jumlah Total,11000.0
WP Labuan,2021,Jumlah Total,11600.0
WP Labuan,2022,Jumlah Total,12600.0
WP Labuan,2023,Jumlah Total,13000.0
WP Labuan,2024,Jumlah Total,13700.0
WP Labuan,2020,Tenaga Buruh 9.4 9.9 10.7 11.4 11.9 Labour Force Bekerja 9.1 9.7 10.5 11.2 11.8 Employed Penganggur 0.2* 0.2 * 0.2 0.1 0.1 Unemployed Luar Tenaga Buruh 1.6 1.7 1.9 1.6 1.8 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 85.3 85.1 85.1 87.4 86.9 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 2.3 2.0 1.5 1.1 1.1 Graduates Unemployment Rate,
WP Labuan,2021,Tenaga Buruh 9.4 9.9 10.7 11.4 11.9 Labour Force Bekerja 9.1 9.7 10.5 11.2 11.8 Employed Penganggur 0.2* 0.2 * 0.2 0.1 0.1 Unemployed Luar Tenaga Buruh 1.6 1.7 1.9 1.6 1.8 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 85.3 85.1 85.1 87.4 86.9 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 2.3 2.0 1.5 1.1 1.1 Graduates Unemployment Rate,
WP Labuan,2022,Tenaga Buruh 9.4 9.9 10.7 11.4 11.9 Labour Force Bekerja 9.1 9.7 10.5 11.2 11.8 Employed Penganggur 0.2* 0.2 * 0.2 0.1 0.1 Unemployed Luar Tenaga Buruh 1.6 1.7 1.9 1.6 1.8 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 85.3 85.1 85.1 87.4 86.9 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 2.3 2.0 1.5 1.1 1.1 Graduates Unemployment Rate,
WP Labuan,2023,Tenaga Buruh 9.4 9.9 10.7 11.4 11.9 Labour Force Bekerja 9.1 9.7 10.5 11.2 11.8 Employed Penganggur 0.2* 0.2 * 0.2 0.1 0.1 Unemployed Luar Tenaga Buruh 1.6 1.7 1.9 1.6 1.8 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 85.3 85.1 85.1 87.4 86.9 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 2.3 2.0 1.5 1.1 1.1 Graduates Unemployment Rate,
WP Labuan,2024,Tenaga Buruh 9.4 9.9 10.7 11.4 11.9 Labour Force Bekerja 9.1 9.7 10.5 11.2 11.8 Employed Penganggur 0.2* 0.2 * 0.2 0.1 0.1 Unemployed Luar Tenaga Buruh 1.6 1.7 1.9 1.6 1.8 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 85.3 85.1 85.1 87.4 86.9 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 2.3 2.0 1.5 1.1 1.1 Graduates Unemployment Rate,
WP Labuan,2020,Lelaki Male,5500.0
WP Labuan,2021,Lelaki Male,5600.0
WP Labuan,2022,Lelaki Male,6100.0
WP Labuan,2023,Lelaki Male,6400.0
WP Labuan,2024,Lelaki Male,6300.0
WP Labuan,2020,Tenaga Buruh 5.0 5.1 5.5 5.8 5.8 Labour Force Bekerja 4.8 4.9 5.4 5.7 5.7 Employed Penganggur 0.2* 0.2 * 0.1 * 0.1 0.1 Unemployed Luar Tenaga Buruh 0.5 0.5* 0.6 0.5 0.5 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 91.3 91.1 90.3 91.9 92.2 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 3.7 3.3 2.3 1.8 1.8 Graduates Unemployment Rate,
WP Labuan,2021,Tenaga Buruh 5.0 5.1 5.5 5.8 5.8 Labour Force Bekerja 4.8 4.9 5.4 5.7 5.7 Employed Penganggur 0.2* 0.2 * 0.1 * 0.1 0.1 Unemployed Luar Tenaga Buruh 0.5 0.5* 0.6 0.5 0.5 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 91.3 91.1 90.3 91.9 92.2 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 3.7 3.3 2.3 1.8 1.8 Graduates Unemployment Rate,
WP Labuan,2022,Tenaga Buruh 5.0 5.1 5.5 5.8 5.8 Labour Force Bekerja 4.8 4.9 5.4 5.7 5.7 Employed Penganggur 0.2* 0.2 * 0.1 * 0.1 0.1 Unemployed Luar Tenaga Buruh 0.5 0.5* 0.6 0.5 0.5 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 91.3 91.1 90.3 91.9 92.2 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 3.7 3.3 2.3 1.8 1.8 Graduates Unemployment Rate,
WP Labuan,2023,Tenaga Buruh 5.0 5.1 5.5 5.8 5.8 Labour Force Bekerja 4.8 4.9 5.4 5.7 5.7 Employed Penganggur 0.2* 0.2 * 0.1 * 0.1 0.1 Unemployed Luar Tenaga Buruh 0.5 0.5* 0.6 0.5 0.5 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 91.3 91.1 90.3 91.9 92.2 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 3.7 3.3 2.3 1.8 1.8 Graduates Unemployment Rate,
WP Labuan,2024,Tenaga Buruh 5.0 5.1 5.5 5.8 5.8 Labour Force Bekerja 4.8 4.9 5.4 5.7 5.7 Employed Penganggur 0.2* 0.2 * 0.1 * 0.1 0.1 Unemployed Luar Tenaga Buruh 0.5 0.5* 0.6 0.5 0.5 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 91.3 91.1 90.3 91.9 92.2 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 3.7 3.3 2.3 1.8 1.8 Graduates Unemployment Rate,
WP Labuan,2020,Perempuan Female,5500.0
WP Labuan,2021,Perempuan Female,6100.0
WP Labuan,2022,Perempuan Female,6500.0
WP Labuan,2023,Perempuan Female,6600.0
WP Labuan,2024,Perempuan Female,7400.0
WP Labuan,2020,Tenaga Buruh 4.4 4.8 5.2 5.5 6.1 Labour Force Bekerja 4.3 4.8 5.1 5.5 6.1 Employed Penganggur - - - - - Unemployed Luar Tenaga Buruh 1.1 1.2 1.3 1.1 1.3 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 79.3 79.6 80.2 83.1 82.5 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 0.7 0.6 0.7 0.4 0.4 Graduates Unemployment Rate,
WP Labuan,2021,Tenaga Buruh 4.4 4.8 5.2 5.5 6.1 Labour Force Bekerja 4.3 4.8 5.1 5.5 6.1 Employed Penganggur - - - - - Unemployed Luar Tenaga Buruh 1.1 1.2 1.3 1.1 1.3 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 79.3 79.6 80.2 83.1 82.5 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 0.7 0.6 0.7 0.4 0.4 Graduates Unemployment Rate,
WP Labuan,2022,Tenaga Buruh 4.4 4.8 5.2 5.5 6.1 Labour Force Bekerja 4.3 4.8 5.1 5.5 6.1 Employed Penganggur - - - - - Unemployed Luar Tenaga Buruh 1.1 1.2 1.3 1.1 1.3 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 79.3 79.6 80.2 83.1 82.5 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 0.7 0.6 0.7 0.4 0.4 Graduates Unemployment Rate,
WP Labuan,2023,Tenaga Buruh 4.4 4.8 5.2 5.5 6.1 Labour Force Bekerja 4.3 4.8 5.1 5.5 6.1 Employed Penganggur - - - - - Unemployed Luar Tenaga Buruh 1.1 1.2 1.3 1.1 1.3 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 79.3 79.6 80.2 83.1 82.5 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 0.7 0.6 0.7 0.4 0.4 Graduates Unemployment Rate,
WP Labuan,2024,Tenaga Buruh 4.4 4.8 5.2 5.5 6.1 Labour Force Bekerja 4.3 4.8 5.1 5.5 6.1 Employed Penganggur - - - - - Unemployed Luar Tenaga Buruh 1.1 1.2 1.3 1.1 1.3 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 79.3 79.6 80.2 83.1 82.5 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 0.7 0.6 0.7 0.4 0.4 Graduates Unemployment Rate,
WP Labuan,2020,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
WP Labuan,2021,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
WP Labuan,2022,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
WP Labuan,2023,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
WP Labuan,2024,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
WP Putrajaya,2020,Jumlah Total,35200.0
WP Putrajaya,2021,Jumlah Total,36400.0
WP Putrajaya,2022,Jumlah Total,40200.0
WP Putrajaya,2023,Jumlah Total,40300.0
WP Putrajaya,2024,Jumlah Total,41300.0
WP Putrajaya,2020,Tenaga Buruh 30.1 30.6 33.9 34.7 35.7 Labour Force Bekerja 29.7 30.2 33.4 34.4 35.3 Employed Penganggur 0.4 * 0.4* 0.5* 0.3* 0.3 Unemployed Luar Tenaga Buruh 5.0 5.8 6.3 5.6 5.7 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 85.7 84.2 84.4 86.0 86.3 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 1.3 1.3 1.6 1.0 1.0 Graduates Unemployment Rate,
WP Putrajaya,2021,Tenaga Buruh 30.1 30.6 33.9 34.7 35.7 Labour Force Bekerja 29.7 30.2 33.4 34.4 35.3 Employed Penganggur 0.4 * 0.4* 0.5* 0.3* 0.3 Unemployed Luar Tenaga Buruh 5.0 5.8 6.3 5.6 5.7 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 85.7 84.2 84.4 86.0 86.3 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 1.3 1.3 1.6 1.0 1.0 Graduates Unemployment Rate,
WP Putrajaya,2022,Tenaga Buruh 30.1 30.6 33.9 34.7 35.7 Labour Force Bekerja 29.7 30.2 33.4 34.4 35.3 Employed Penganggur 0.4 * 0.4* 0.5* 0.3* 0.3 Unemployed Luar Tenaga Buruh 5.0 5.8 6.3 5.6 5.7 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 85.7 84.2 84.4 86.0 86.3 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 1.3 1.3 1.6 1.0 1.0 Graduates Unemployment Rate,
WP Putrajaya,2023,Tenaga Buruh 30.1 30.6 33.9 34.7 35.7 Labour Force Bekerja 29.7 30.2 33.4 34.4 35.3 Employed Penganggur 0.4 * 0.4* 0.5* 0.3* 0.3 Unemployed Luar Tenaga Buruh 5.0 5.8 6.3 5.6 5.7 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 85.7 84.2 84.4 86.0 86.3 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 1.3 1.3 1.6 1.0 1.0 Graduates Unemployment Rate,
WP Putrajaya,2024,Tenaga Buruh 30.1 30.6 33.9 34.7 35.7 Labour Force Bekerja 29.7 30.2 33.4 34.4 35.3 Employed Penganggur 0.4 * 0.4* 0.5* 0.3* 0.3 Unemployed Luar Tenaga Buruh 5.0 5.8 6.3 5.6 5.7 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 85.7 84.2 84.4 86.0 86.3 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 1.3 1.3 1.6 1.0 1.0 Graduates Unemployment Rate,
WP Putrajaya,2020,Lelaki Male,14600.0
WP Putrajaya,2021,Lelaki Male,14700.0
WP Putrajaya,2022,Lelaki Male,17000.0
WP Putrajaya,2023,Lelaki Male,16200.0
WP Putrajaya,2024,Lelaki Male,16700.0
WP Putrajaya,2020,Tenaga Buruh 12.0 11.9 13.4 13.5 14.1 Labour Force Bekerja 11.8 11.8 13.2 13.4 14.0 Employed Penganggur 0.1* 0.1* 0.1* 0.1* 0.1 Unemployed Luar Tenaga Buruh 2.6 2.8 3.7 2.7 2.7 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 82.3 80.9 78.4 83.3 84.1 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 1.2 1.1 1.1 0.8 0.9 Graduates Unemployment Rate,
WP Putrajaya,2021,Tenaga Buruh 12.0 11.9 13.4 13.5 14.1 Labour Force Bekerja 11.8 11.8 13.2 13.4 14.0 Employed Penganggur 0.1* 0.1* 0.1* 0.1* 0.1 Unemployed Luar Tenaga Buruh 2.6 2.8 3.7 2.7 2.7 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 82.3 80.9 78.4 83.3 84.1 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 1.2 1.1 1.1 0.8 0.9 Graduates Unemployment Rate,
WP Putrajaya,2022,Tenaga Buruh 12.0 11.9 13.4 13.5 14.1 Labour Force Bekerja 11.8 11.8 13.2 13.4 14.0 Employed Penganggur 0.1* 0.1* 0.1* 0.1* 0.1 Unemployed Luar Tenaga Buruh 2.6 2.8 3.7 2.7 2.7 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 82.3 80.9 78.4 83.3 84.1 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 1.2 1.1 1.1 0.8 0.9 Graduates Unemployment Rate,
WP Putrajaya,2023,Tenaga Buruh 12.0 11.9 13.4 13.5 14.1 Labour Force Bekerja 11.8 11.8 13.2 13.4 14.0 Employed Penganggur 0.1* 0.1* 0.1* 0.1* 0.1 Unemployed Luar Tenaga Buruh 2.6 2.8 3.7 2.7 2.7 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 82.3 80.9 78.4 83.3 84.1 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 1.2 1.1 1.1 0.8 0.9 Graduates Unemployment Rate,
WP Putrajaya,2024,Tenaga Buruh 12.0 11.9 13.4 13.5 14.1 Labour Force Bekerja 11.8 11.8 13.2 13.4 14.0 Employed Penganggur 0.1* 0.1* 0.1* 0.1* 0.1 Unemployed Luar Tenaga Buruh 2.6 2.8 3.7 2.7 2.7 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 82.3 80.9 78.4 83.3 84.1 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 1.2 1.1 1.1 0.8 0.9 Graduates Unemployment Rate,
WP Putrajaya,2020,Perempuan Female,20600.0
